timestamp,main_meter(kW),PV_battery_system(kW)
2021-01-01 00:00:00+00:00,70.66666666666667,15.0
2021-01-01 00:30:00+00:00,69.33333333333333,15.0
2021-01-01 01:00:00+00:00,71.66666666666667,15.0
2021-01-01 01:30:00+00:00,76.5,15.0
2021-01-01 02:00:00+00:00,80.5,15.0
2021-01-01 02:30:00+00:00,74.33333333333333,15.0
2021-01-01 03:00:00+00:00,76.0,15.0
2021-01-01 03:30:00+00:00,77.83333333333333,15.0
2021-01-01 04:00:00+00:00,78.33333333333333,15.0
2021-01-01 04:30:00+00:00,81.33333333333333,15.0
2021-01-01 05:00:00+00:00,80.66666666666667,15.0
2021-01-01 05:30:00+00:00,82.16666666666667,15.0
2021-01-01 06:00:00+00:00,84.83333333333333,15.0
2021-01-01 06:30:00+00:00,88.0,15.0
2021-01-01 07:00:00+00:00,84.5,15.0
2021-01-01 07:30:00+00:00,86.33333333333333,15.0
2021-01-01 08:00:00+00:00,83.66666666666667,15.0
2021-01-01 08:30:00+00:00,91.33333333333331,15.0
2021-01-01 09:00:00+00:00,87.66666666666667,15.0
2021-01-01 09:30:00+00:00,81.83333333333333,15.0
2021-01-01 10:00:00+00:00,89.33333333333333,15.0
2021-01-01 10:30:00+00:00,91.33333333333331,15.0
2021-01-01 11:00:00+00:00,89.33333333333333,15.0
2021-01-01 11:30:00+00:00,87.5,15.0
2021-01-01 12:00:00+00:00,83.33333333333333,15.0
2021-01-01 12:30:00+00:00,87.5,15.0
2021-01-01 13:00:00+00:00,84.5,15.0
2021-01-01 13:30:00+00:00,86.16666666666667,15.0
2021-01-01 14:00:00+00:00,87.5,15.0
2021-01-01 14:30:00+00:00,83.66666666666667,15.0
2021-01-01 15:00:00+00:00,89.16666666666667,15.0
2021-01-01 15:30:00+00:00,90.66666666666669,15.0
2021-01-01 16:00:00+00:00,85.83333333333333,15.0
2021-01-01 16:30:00+00:00,91.83333333333331,15.0
2021-01-01 17:00:00+00:00,87.66666666666667,15.0
2021-01-01 17:30:00+00:00,83.83333333333333,15.0
2021-01-01 18:00:00+00:00,84.0,15.0
2021-01-01 18:30:00+00:00,88.5,15.0
2021-01-01 19:00:00+00:00,84.33333333333333,15.0
2021-01-01 19:30:00+00:00,80.83333333333333,15.0
2021-01-01 20:00:00+00:00,82.5,15.0
2021-01-01 20:30:00+00:00,73.33333333333333,15.0
2021-01-01 21:00:00+00:00,80.33333333333333,15.0
2021-01-01 21:30:00+00:00,76.83333333333333,15.0
2021-01-01 22:00:00+00:00,67.66666666666667,15.0
2021-01-01 22:30:00+00:00,75.33333333333333,15.0
2021-01-01 23:00:00+00:00,69.16666666666667,15.0
2021-01-01 23:30:00+00:00,72.5,15.0
2021-01-02 00:00:00+00:00,58.833333333333336,15.0
2021-01-02 00:30:00+00:00,76.66666666666667,15.0
2021-01-02 01:00:00+00:00,78.66666666666667,15.0
2021-01-02 01:30:00+00:00,67.0,15.0
2021-01-02 02:00:00+00:00,62.833333333333336,15.0
2021-01-02 02:30:00+00:00,67.83333333333333,15.0
2021-01-02 03:00:00+00:00,74.33333333333333,15.0
2021-01-02 03:30:00+00:00,74.83333333333333,15.0
2021-01-02 04:00:00+00:00,66.33333333333333,15.0
2021-01-02 04:30:00+00:00,71.33333333333333,15.0
2021-01-02 05:00:00+00:00,72.66666666666667,15.0
2021-01-02 05:30:00+00:00,68.83333333333333,15.0
2021-01-02 06:00:00+00:00,75.16666666666667,15.0
2021-01-02 06:30:00+00:00,83.5,15.0
2021-01-02 07:00:00+00:00,83.16666666666667,15.0
2021-01-02 07:30:00+00:00,78.0,15.0
2021-01-02 08:00:00+00:00,87.66666666666667,15.0
2021-01-02 08:30:00+00:00,87.16666666666667,15.0
2021-01-02 09:00:00+00:00,86.83333333333333,15.0
2021-01-02 09:30:00+00:00,92.0,15.0
2021-01-02 10:00:00+00:00,86.16666666666667,15.0
2021-01-02 10:30:00+00:00,92.16666666666669,15.0
2021-01-02 11:00:00+00:00,88.16666666666667,15.0
2021-01-02 11:30:00+00:00,94.0,15.0
2021-01-02 12:00:00+00:00,88.83333333333333,15.0
2021-01-02 12:30:00+00:00,91.33333333333331,15.0
2021-01-02 13:00:00+00:00,90.66666666666669,15.0
2021-01-02 13:30:00+00:00,95.66666666666669,15.0
2021-01-02 14:00:00+00:00,143.66666666666666,15.0
2021-01-02 14:30:00+00:00,140.0,15.0
2021-01-02 15:00:00+00:00,146.16666666666666,15.0
2021-01-02 15:30:00+00:00,89.83333333333333,15.0
2021-01-02 16:00:00+00:00,93.5,15.0
2021-01-02 16:30:00+00:00,94.66666666666669,15.0
2021-01-02 17:00:00+00:00,89.5,15.0
2021-01-02 17:30:00+00:00,93.33333333333331,15.0
2021-01-02 18:00:00+00:00,89.66666666666667,15.0
2021-01-02 18:30:00+00:00,95.0,15.0
2021-01-02 19:00:00+00:00,93.33333333333331,15.0
2021-01-02 19:30:00+00:00,90.66666666666669,15.0
2021-01-02 20:00:00+00:00,83.66666666666667,15.0
2021-01-02 20:30:00+00:00,80.33333333333333,15.0
2021-01-02 21:00:00+00:00,75.33333333333333,15.0
2021-01-02 21:30:00+00:00,76.0,15.0
2021-01-02 22:00:00+00:00,73.16666666666667,15.0
2021-01-02 22:30:00+00:00,76.83333333333333,15.0
2021-01-02 23:00:00+00:00,67.33333333333333,15.0
2021-01-02 23:30:00+00:00,71.0,15.0
2021-01-03 00:00:00+00:00,66.0,15.0
2021-01-03 00:30:00+00:00,57.66666666666666,15.0
2021-01-03 01:00:00+00:00,67.33333333333333,15.0
2021-01-03 01:30:00+00:00,82.0,15.0
2021-01-03 02:00:00+00:00,65.33333333333333,15.0
2021-01-03 02:30:00+00:00,59.833333333333336,15.0
2021-01-03 03:00:00+00:00,55.333333333333336,15.0
2021-01-03 03:30:00+00:00,73.16666666666667,15.0
2021-01-03 04:00:00+00:00,79.33333333333333,15.0
2021-01-03 04:30:00+00:00,84.83333333333333,15.0
2021-01-03 05:00:00+00:00,83.83333333333333,15.0
2021-01-03 05:30:00+00:00,83.0,15.0
2021-01-03 06:00:00+00:00,70.83333333333333,15.0
2021-01-03 06:30:00+00:00,52.0,15.0
2021-01-03 07:00:00+00:00,76.0,15.0
2021-01-03 07:30:00+00:00,86.0,15.0
2021-01-03 08:00:00+00:00,94.33333333333331,15.0
2021-01-03 08:30:00+00:00,95.83333333333331,15.0
2021-01-03 09:00:00+00:00,95.83333333333331,15.0
2021-01-03 09:30:00+00:00,97.33333333333331,15.0
2021-01-03 10:00:00+00:00,91.33333333333331,15.0
