timestamp,main_meter(kW)
2020-01-01 00:00:00+00:00,127.70833206176758
2020-01-01 00:15:00+00:00,123.36666870117188
2020-01-01 00:30:00+00:00,129.44643020629883
2020-01-01 00:45:00+00:00,121.0
2020-01-01 01:00:00+00:00,127.53174591064452
2020-01-01 01:15:00+00:00,123.125
2020-01-01 01:30:00+00:00,125.25
2020-01-01 01:45:00+00:00,127.9000015258789
2020-01-01 02:00:00+00:00,134.25
2020-01-01 02:15:00+00:00,119.91666793823242
2020-01-01 02:30:00+00:00,129.55356979370117
2020-01-01 02:45:00+00:00,124.1428565979004
2020-01-01 03:00:00+00:00,120.51428413391112
2020-01-01 03:15:00+00:00,122.38571166992188
2020-01-01 03:30:00+00:00,123.91666793823242
2020-01-01 03:45:00+00:00,142.3107147216797
2020-01-01 04:00:00+00:00,253.0416641235352
2020-01-01 04:15:00+00:00,311.41666650772095
2020-01-01 04:30:00+00:00,372.2749938964844
2020-01-01 04:45:00+00:00,341.27500009536743
2020-01-01 05:00:00+00:00,313.1464233398437
2020-01-01 05:15:00+00:00,334.6750030517578
2020-01-01 05:30:00+00:00,313.4166669845581
2020-01-01 05:45:00+00:00,326.5
2020-01-01 06:00:00+00:00,296.5857238769531
2020-01-01 06:15:00+00:00,328.9750061035156
2020-01-01 06:30:00+00:00,310.3809576034546
2020-01-01 06:45:00+00:00,306.3428564071655
2020-01-01 07:00:00+00:00,308.4166717529297
2020-01-01 07:15:00+00:00,326.875
2020-01-01 07:30:00+00:00,304.0785655975342
2020-01-01 07:45:00+00:00,326.23927307128906
2020-01-01 08:00:00+00:00,317.2916717529297
2020-01-01 08:15:00+00:00,320.375
2020-01-01 08:30:00+00:00,315.375
2020-01-01 08:45:00+00:00,314.43809747695923
2020-01-01 09:00:00+00:00,300.375
2020-01-01 09:15:00+00:00,316.125
2020-01-01 09:30:00+00:00,310.4666700363159
2020-01-01 09:45:00+00:00,305.0
2020-01-01 10:00:00+00:00,311.1249942779541
2020-01-01 10:15:00+00:00,307.5
2020-01-01 10:30:00+00:00,308.9142870903015
2020-01-01 10:45:00+00:00,309.1666669845581
2020-01-01 11:00:00+00:00,314.77141857147217
2020-01-01 11:15:00+00:00,302.2416639328003
2020-01-01 11:30:00+00:00,307.76667308807373
2020-01-01 11:45:00+00:00,317.3888854980469
2020-01-01 12:00:00+00:00,307.47499656677246
2020-01-01 12:15:00+00:00,321.9535655975342
2020-01-01 12:30:00+00:00,306.0857152938843
