timestamp,air_temperature_at_2m(deg_C),relative_humidity_at_2m(%),direct_solar_radiation(W/m^2),diffuse_solar_radiation(W/m^2),wind_speed_at_10m(km/h),wind_direction_at_10m(deg)
2020-01-01 00:00:00+00:00,6.852491113261992,87.99312101467515,0.0197678355934336,-0.017854192554726,20.53771803039286,241.9855655773632
2020-01-01 01:00:00+00:00,6.8056182648193095,85.99759042081521,-0.0467501015290045,-0.0481032213325602,18.32379760127104,237.98130316259764
2020-01-01 02:00:00+00:00,6.934721854682117,85.95059684753011,-0.0363679625603131,0.0171670469036811,18.395420381815445,229.9994556453483
2020-01-01 03:00:00+00:00,7.207802214714486,84.98862198525288,0.0200705588535296,-0.0513095406959151,20.369478791867767,228.02214906085243
2020-01-01 04:00:00+00:00,7.24663965685743,85.96889036184643,-0.0190151698957321,0.0278196988142957,20.35512900785156,229.02696971494908
2020-01-01 05:00:00+00:00,7.158003546845791,86.05204967286791,0.0519566771201253,-0.0031429504426834,20.072088718762785,234.03528340353705
2020-01-01 06:00:00+00:00,7.303969410242007,85.98656182097545,-0.0304650610717196,0.0023819540745889,20.70420608792036,234.9508743930161
2020-01-01 07:00:00+00:00,7.41511604275352,84.94979980358447,0.0202871045439091,-0.0056843090676678,21.454603564227877,233.96329391077205
2020-01-01 08:00:00+00:00,7.422371055099576,86.00967314102415,-0.0113199981621584,-0.0465457875975972,20.462346634852302,232.0473453145497
2020-01-01 09:00:00+00:00,7.224648237172789,85.95146749129196,-0.0546097710807236,0.9775974374773944,19.371313615356023,227.9853751670712
2020-01-01 10:00:00+00:00,7.278050877838019,86.96356007435996,3.946064199654008,17.054138178730067,17.74900471711264,222.94607679071808
2020-01-01 11:00:00+00:00,7.43855191966391,86.96826021478127,1.9857000086710015,27.98792993013212,20.464184285396232,214.05380034482388
2020-01-01 12:00:00+00:00,7.528148488185167,85.98995347150787,-0.0015031761269193,32.02600437708119,19.92032983299548,212.01575958219385
2020-01-01 13:00:00+00:00,7.542086029354454,87.04549639806842,-0.015580746856258,28.04202865132593,19.98408900577132,209.94975903805772
2020-01-01 14:00:00+00:00,7.518592188306047,87.9601929331016,0.0342322315571128,14.013145885003375,21.018101002044805,217.98501064429405
2020-01-01 15:00:00+00:00,7.522893635237514,88.98866114244684,0.0233145227445258,3.007778384726397,20.38660265798452,215.99857399004296
2020-01-01 16:00:00+00:00,7.410566597563868,89.96739876408434,0.0515707249330144,-0.0433499687220236,20.947862555735185,216.02186004181752
2020-01-01 17:00:00+00:00,7.358992183255846,89.96586039633924,-0.0207786676957854,-0.0177825305446748,21.96689276135598,217.94534437527892
2020-01-01 18:00:00+00:00,7.346442098253352,89.94860110470619,-0.007967509082754,-0.0537634790610085,22.754457401238103,222.96387832752745
2020-01-01 19:00:00+00:00,7.281286366912376,89.0455226081029,0.02586824750991,0.0528735973689051,22.05144338270121,218.01844500318
2020-01-01 20:00:00+00:00,7.311429844838472,87.96438689852499,0.0180615252151647,0.0455805837362547,21.734176135693343,211.95678766573204
